ItemName1 萨以特
ItemHelp573 两个月牙的利器所组合而成的短兵器；本为配合八卦掌用的兵器但后人常将其用来偷袭，所以此种就被归入为暗器类。
ItemInfo573 用于战斗中投射敌人，造成伤害。
ItemName574 柳叶飞刀
ItemHelp574 顾名思义就像是柳叶一般的小刀，是最普通但攻击力也最直接的暗器。
ItemInfo574 用于战斗中投射敌人，造成伤害。
ItemName575 金钱镖
ItemHelp575 以古铜钱当做飞镖攻击敌人，这纯粹就以使用者的功力来端看此暗器的威力了。
ItemInfo575 用于战斗中投射敌人，造成伤害。
ItemName576 五雷神机
ItemHelp576 一种相当奇妙的武器，发明者以不可考了；而且整个大唐可能就这么一只了。
ItemInfo576 用于战斗中射击敌人，造成伤害。
ItemName577 红花木剑
ItemHelp577 一把活的植物剑，靠吸血维生，含有剧毒，也可以保护装备者不受毒害。藉着所吸的血，会成长成比原来更具杀伤力。有时候刺入敌人伤口的根茎会成长成好吃的红花萝卜。
ItemName578 中国剑
ItemHelp578 一把奇特的剑，看起来似乎有蕴藏着更强大的力量，等待着识物之人发觉它。
ItemInfo578 用奇怪方法锻冶的剑，实际的力量似乎有待求证。
ItemName579 月牙剑
ItemHelp579 剑身雪亮轻薄，被攻击到所留下的伤痕呈一新月型故命名之。
ItemInfo579 攻击力 +50点
ItemName580 轩辕剑
ItemHelp580 千年的古剑，传说是黄帝击败蚩尤所用的剑；内蕴藏着用不完的力量，经过日月的交替已经幻化成斩妖除魔的神剑。
ItemInfo580 攻击力 +590点
ItemName621 药草
ItemHelp621 一般杂货商店均有售的疗伤药。
ItemInfo621 回复单人 生命 50点
ItemName622 结累葡萄
ItemHelp622 极少数的葡萄会在结果后完全密集在一起，而且很小颗可以一口就吃下去。
ItemInfo622 回复单人 生命 100点
ItemName623 圣石榴
ItemHelp623 受过神父祈福洗礼的石榴。
ItemInfo623 回复单人 生命 30%
ItemName624 无酵饼
ItemHelp624 耶稣与他的门生在最后晚餐的食物。
ItemInfo624 回复单人 体力 60点
ItemName625 回复剂
ItemHelp625 一般平民能买到最好的恢复剂。
ItemInfo625 回复单人 生命 200点
ItemName626 十果粉
ItemHelp626 经由十种精良的粮果所制成。
ItemInfo626 回复单人 体力 120点
ItemName627 魔贝粉
ItemHelp627 采自深海的特殊贝壳研磨成粉，再加上数种药草制成的高级疗伤药。
ItemInfo627 回复单人 生命 300点
ItemName628 金创药
ItemHelp628 常被一些江湖人士随身携带的疗伤药，有非常好的止血与疗伤的效果。
ItemInfo628 回复单人 生命 1000点
ItemName629 精华药水
ItemHelp629 高级药草的粹炼液。
ItemInfo629 回复单人 生命 100点和 体力 50点
ItemName630 嘉果
ItemHelp630 火红色的野果，有神奇的疗效；不易取得。
ItemInfo630 回复单人 生命和体力 50%
ItemName631 鹿茸膏
ItemHelp631 中药材的极品，采集百年寿鹿的鹿角再加上数种补身的药材配制而成。
ItemInfo631 回复单人 生命 3000点
ItemName632 蟠桃
ItemHelp632 天上圣母娘娘的庭园所种植的桃果，当有盛大宴会时会将其摘下以宴客。
ItemInfo632 回复全体 生命 100%
ItemName633 千年何首乌
ItemHelp633 与人参并列两大补品，只有多年采药经验的人才能找的到。
ItemInfo633 回复全体 生命 50%
ItemName634 千年参心丹
ItemHelp634 将上等的千年参王取其精华炼制成极贵的药品。
ItemInfo634 回复单人 生命 100%
ItemName635 麒麟竭
ItemHelp635 麒麟在精气完结之时所留的血竭丹。
ItemInfo635 回复单人 体力 100%
ItemName636 魔法叶
ItemHelp636 妖精居住之树的叶子，。
ItemInfo636 回复单人 灵力 50点
ItemName637 魔晶粉
ItemHelp637 将吸收天地灵气的晶石研磨成粉。
ItemInfo637 回复全体 灵力 60点
ItemName638 魔力水
ItemHelp638 搜集各种魔草炼制数月而制成的药水。
ItemInfo638 回复单人 灵力 150点
ItemName639 还灵丹
ItemHelp639 提炼数种提神醒脑的药材而作成的药丹。
ItemInfo639 回复单人 灵力 350点
ItemName640 灵神天药
ItemHelp640 道行高深的阴阳师将炼制的仙丹灵药注入奇特法力而成的奇药。
ItemInfo640 回复单人 灵力 600点
ItemName641 仙炉灰
ItemHelp641 太白金星的炼丹炉所留下的炉灰。
ItemInfo641 回复全体 灵力 50%
ItemName642 仙魄香
ItemHelp642 天庭用来凝神定心的神香。
ItemInfo642 回复全体 灵力 100%
ItemName643 天山雪莲
ItemHelp643 天山上的奇花，百年才生一株。
ItemInfo643 回复单人 灵力 100%
ItemName644 还魄丹
ItemHelp644 特制的神奇灵药，用了数十种奇特的草药练制成药丹；将死之人吃了它也会生龙活虎。
ItemInfo644 解除濒死状态，并回复生命 200点
ItemName645 轮回盘
ItemHelp645 佛教的圣器，据说有让人超脱生死的能力。
ItemInfo645 解除濒死状态，并回复生命 60%
ItemName646 仙莲子
ItemHelp646 道家的神丹，炼化需耗时七七四十九个月方成此仙丹。
ItemInfo646 解除濒死状态，并回复生命、体力、灵力100%
ItemName647 解毒草
ItemHelp647 出外旅行必备的草药。
ItemInfo647 解除单人 中毒 状态
ItemName648 解病万灵丹
ItemHelp648 中国名医淳于意的配药，用来解除一些疑难杂症相当的好用。
ItemInfo648 解除单人 中毒、麻痹、昏睡 等状态
ItemName649 解僵针
ItemHelp649 在神奇的小针上沾着一种特殊的药材，刺入生物身上时能活跃此生物的身体机能。
ItemInfo649 解除单人 痲痹、定身 状态
ItemName650 柴胡干葛草
ItemHelp650 华陀精心研制的活筋药草。
ItemInfo650 回复单人 体力 300点
ItemName651 溶石药剂
ItemHelp651 人民用来开山挖地的神奇药水。
ItemInfo651 解除单人 石化 状态
ItemName652 五色石南叶
ItemHelp652 世上罕见的珍贵药材，不需炼制即可食用。
ItemInfo652 回复单人 体力 800点
ItemName653 还神果
ItemHelp653 提神醒脑的果实。
ItemInfo653 解除单人 昏睡 状态
ItemName654 茴香水
ItemHelp654 会散发出清心的异香味。
ItemInfo654 解除全体 昏睡 状态
ItemName655 定心丸
ItemHelp655 息心宁神的药丸。
ItemInfo655 解除单人 疯狂、惊吓 状态
ItemName656 安神定志丸
ItemHelp656 用多种安神的中药制成。
ItemInfo656 解除全体 疯狂、惊吓 状态
ItemName657 圣言石
ItemHelp657 基督教中受过洗礼与祝福的小石子。
ItemInfo657 解除单人 封魔 状态
ItemName658 破元仙露
ItemHelp658 天池神木的晨露，当每日清晨时所采集的第一滴露水才能有奇特的功效。
ItemInfo658 解除全体 封魔 状态
ItemName659 明目水
ItemHelp659 平民用来治眼疾的药水，能醒目亮睛。
ItemInfo659 解除单人 盲目 状态
ItemName660 决明子散
ItemHelp660 用石决明加数十种醒目药材制成。
ItemInfo660 解除全体 盲目 状态
ItemName661 七叶莲
ItemHelp661 一种七片叶子围绕着一朵红色的奇花，它会散发出奇特的香味使邪气无法侵入。
ItemInfo661 解除单人 寄生 状态
ItemName662 河车丸
ItemHelp662 用紫河车为主药再加上四大补药制成。
ItemInfo662 解除单人 退化 状态
ItemName663 地脉血泉
ItemHelp663 是从火山地区取出的百年结晶，经过提炼则会变成一红色药丸。
ItemInfo663 解除单人所有状态
ItemName664 青色药材
ItemHelp664 味酸，治肝、胆、筋、目 归类于青属性的药材。
ItemInfo664 青色药材─木
ItemName665 赤色药材
ItemHelp665 味苦，治心、小肠、脉、舌 归类于赤属性的药材。
ItemInfo665 赤色药材─火
ItemName666 黄色药材
ItemHelp666 味甘，治脾、胃、肌、口归类于黄属性的药材。
ItemInfo666 黄色药材─土
ItemName667 白色药材
ItemHelp667 味辛，治肺、大肠、皮、鼻归类于白属性的药材。
ItemInfo667 白色药材─金
ItemName668 黑色药材
ItemHelp668 味咸，治肾、膀胱、骨、耳归类于黑属性的药材。
ItemInfo668 黑色药材─水
ItemName669 耶稣圣血
ItemHelp669 受耶稣祈福的葡萄酒。
ItemInfo669 增加 生命 上限值10点
ItemName670 香柏叶
ItemHelp670 以色列人的圣树之叶
ItemInfo670 增加 力量 上限值10点
ItemName671 丰饶之角
ItemHelp671 西方不死山羊(魔羯座)的角。
ItemInfo671 增加 体力 上限值50点
ItemName672 神奇面包
ItemHelp672 天界施予人间食用的食物。
ItemInfo672 增加 生命 上限值30点
ItemName673 蜜乳树汁
ItemHelp673 蜂王露加上世界树的新芽的天然产物。
ItemInfo673 增加 体力 上限值20点
ItemName674 妖精麦粉
ItemHelp674 小妖精的随身粮食，吃了它后身体内的灵力潜能会一点一滴的慢慢浮现出来。
ItemInfo674 增加 灵力 上限值20点
ItemName675 巴丹杏仁
ItemHelp675 发出奇特的音乐声，连死人听了都会跟着起舞。
ItemInfo675 增加 敏捷 上限值2点
ItemName676 歌唱的胡桃
ItemHelp676 会唱出让人忘了疲惫的歌声。
ItemInfo676 增加 耐力 上限值10点
ItemName677 瑰丽之梨
ItemHelp677 能收藏生物思想的神奇果实。
ItemInfo677 增加 智慧 上限值5点
ItemName678 魔法精羽
ItemHelp678 银白色鹭鸶的羽毛。
ItemInfo678 增加 敏捷 上限值3点
ItemName679 飞翔魔油
ItemHelp679 净化恶魔后所残存的油。
ItemInfo679 增加 敏捷 上限值5点
ItemName680 布斯客饼干
ItemHelp680 吃了可以让恋人更相爱。
ItemInfo680 增加 默契 上限值5%
ItemName681 不老之泉水
ItemHelp681 圣鹫兽沐洗的山泉水。
ItemInfo681 增加 耐力 上限值5点
ItemName682 春神青果
ItemHelp682 天界由青春女神管理的圣果。
ItemInfo682 增加 默契 上限值10%
ItemName683 人马兽之血
ItemHelp683 半人马死后会将体内血液留尽，取在留尽前的最后一壶血。
ItemInfo683 增加 力量 上限值5点
ItemName684 黄金苹果
ItemHelp684 在西欧每十年的二月均会产的苹果。
ItemInfo684 增加 灵力 上限值50点
ItemName685 密茹之水
ItemHelp685 知识之神特制的泉水。
ItemInfo685 增加 智慧 上限值10点
ItemName686 里纳种子
ItemHelp686 生长在高山的奇树种子。
ItemInfo686 增加 敏捷 上限值1点
ItemName687 三叶雪桑果
ItemHelp687 雪宝顶的雪蚕所食桑树的果实。
ItemInfo687 增加 生命 上限值100点
ItemName688 蜂王露
ItemHelp688 搜集百只蜂王的精华蜜汁。
ItemInfo688 增加 力量 上限值10点
ItemName689 活灵芝
ItemHelp689 中国传说中的千年灵药之一。
ItemInfo689 增加 体力 上限值100点
ItemName690 舍利子
ItemHelp690 高僧圆寂后留下的结晶，是许多江湖中人想获得的。
ItemInfo690 增加 灵力 上限值100点
ItemName691 活骨灵药
ItemHelp691 华陀研制的舒筋活血药。
ItemInfo691 增加 生命、体力、灵力 上限值30点
ItemName692 神木之精
ItemHelp692 千年神木的根所提炼的精华。
ItemInfo692 增加 耐力 上限值10点
ItemName693 玉山佛甲草
ItemHelp693 一年四季皆能生长的草药，但只在温度极低的时候才结果。
ItemInfo693 增加 智慧 上限值10点
ItemName694 普刺特草
ItemHelp694 奇特的草药，每隔三年才于仲夏生果。
ItemInfo694 增加 速度 上限值15%
ItemName695 七合龙爪花
ItemHelp695 闻了之后能将人体所有的机能增强十倍之多，是各方人马梦寐以求的神奇之花。
ItemInfo695 增加 生命、体力、灵力 上限值100点
ItemName696 土地神符
ItemHelp696 向土地公求来的灵符。
ItemInfo696 脱离迷宫
ItemName697 祠符
ItemHelp697 祠庙的地标制成的符咒，能传送到特定的地点；但对于不被认证的地点或不被认证的人则无法使用它。
ItemInfo697 到达曾认定的地点
ItemName698 诸方神石
ItemHelp698 一种奇特的怪石，会散出一种奇烟，这种烟会往亮光和空旷的地方去，如果在迷宫出不来时可以试试这奇石。
ItemInfo698 脱离迷宫
ItemName699 昊天镜
ItemHelp699 轩辕黄帝众多宝物之一。
ItemInfo699 显示5回合的敌人属性资料
ItemName700 真实之镜
ItemHelp700 在这仙镜的照耀之下没有任何妖魔能躲藏的。
ItemInfo700 显示3回合的敌人属性资料
ItemName701 天仙酒
ItemHelp701 天庭在设宴时，会特别拿出的仙酒；据说有增进道行的奇效。
ItemInfo701 增加5回合 30% 的攻击力
ItemName702 金元五体丹
ItemHelp702 能暂时让筋、脉、肌、皮、骨五体强韧化的灵药。
ItemInfo702 增加5回合 30% 的防御力
ItemName703 灵枢玉液
ItemHelp703 能瞬时将魂、神、意、魄、志提升的妙药。
ItemInfo703 增加10回合 30% 的防御力
ItemName704 风神符
ItemHelp704 此符能暂时请风神施法助人御风而行。
ItemInfo704 增加5回合 30% 的敏捷力
ItemName705 圣光仪
ItemHelp705 能发出妖魔厌恶的光芒。
ItemInfo705 驱离比自己等级低的怪物
ItemName706 玉佛印
ItemHelp706 圣僧加持法力的佛印。
ItemInfo706 驱离比自己等级低的怪物
ItemName707 遁影浮沙
ItemHelp707 会让人瞬间变成一无事处的沙，如影遁逃而去。
ItemInfo707 迅速脱离战场
ItemName708 罗汉袈裟
ItemHelp708 降龙尊者的护驾宝衣。
ItemInfo708 降低一半 敌方 物理性攻击 5回合
ItemName709 紫玉冰晶
ItemHelp709 天山雪神的法宝之一。
ItemInfo709 降低一半 敌方 火系攻击力 5回合
ItemName710 炎阳灵珠
ItemHelp710 火神祝融制作的神珠。
ItemInfo710 降低一半 敌方 水系攻击力 5回合
ItemName711 白皙葫芦
ItemHelp711 仙人的法宝会将毒气吸入葫内。
ItemInfo711 降低一半 敌方 毒系攻击力 5回合
ItemName712 罗刹食日钹
ItemHelp712 邪恶的乐器，每敲击一次天地的光芒就消失一点。
ItemInfo712 降低一半 敌方 光系攻击力 5回合
ItemName713 三教霞光镜
ItemHelp713 搜集儒、道、释三教的法力制成的法镜。
ItemInfo713 降低一半 敌方 暗系攻击力 5回合
ItemName714 九龙神火罩
ItemHelp714 太乙真人收服石矶娘娘的法宝。
ItemInfo714 增加5回合 30% 火系的攻击力
ItemName715 云生碧焰巾
ItemHelp715 仙女的彩巾，全巾透出奇异的寒气。
ItemInfo715 增加5回合 30% 水系的攻击力
ItemName716 天雷聚阳鼎
ItemHelp716 南天门外的仙鼎，充满着浩天正气。
ItemInfo716 增加5回合 30% 光系的攻击力
ItemName717 暗黑修罗砧
ItemHelp717 阎修罗的砧板，可帮助邪魔的修练速度。
ItemInfo717 增加5回合 30% 暗系的攻击力
ItemName718 龙舌兰
ItemHelp718 野生植物的粹取物。
ItemInfo718 产生中毒的效用
ItemName719 博落回之根
ItemHelp719 野生植物的粹取物。
ItemInfo719 产生痲痹的效用
ItemName720 囚燕草
ItemHelp720 野生植物的粹取物。
ItemInfo720 产生定身的效用
ItemName721 海檬果
ItemHelp721 野生植物的粹取物。
ItemInfo721 产生石化的效用
ItemName722 山蛇莓
ItemHelp722 野生植物的粹取物。
ItemInfo722 产生昏睡的效用
ItemName723 龙骨木
ItemHelp723 野生植物的粹取物。
ItemInfo723 产生封魔的效用
ItemName724 相思芽苞
ItemHelp724 野生植物的粹取物。
ItemInfo724 产生疯狂的效用
ItemName725 紫藤叶
ItemHelp725 野生植物的粹取物。
ItemInfo725 产生惊吓的效用
ItemName726 延胡索之花
ItemHelp726 野生植物的粹取物。
ItemInfo726 产生盲目的效用
ItemName727 大叶合欢散
ItemHelp727 野生植物的粹取物。
ItemInfo727 产生退化的效用
ItemName728 菟丝魔子
ItemHelp728 野生植物的粹取物。
ItemInfo728 产生寄生的效用
ItemName729 神秘果
ItemHelp729 奇异的果实，能随时存档。
ItemInfo729 不明物品
ItemName730 中国陶器
ItemHelp730 朴素、高雅的古董皿器。
ItemInfo730 主角的家传之宝。
ItemName731 炼妖壶
ItemHelp731 中国远古的异宝，据说拥有不可思议的力量；其内部有着奇异的空间，与主角定下契约的妖魔鬼怪都住在里面。
ItemInfo731 可于战斗中使用灵契的指令与怪物订下契约。
ItemName732 清水
ItemHelp732 随处可见的清洁之水。
ItemInfo732 干净的水。
ItemName733 希腊火
ItemHelp733 中古世纪讨论最多的武器，据称由叙利亚的Calinicus所发明。
ItemInfo733 相当于火系法术的烈火术。
ItemName734 化形丹
ItemName735 雷震鼓
ItemName736 赤龙鳞
ItemName737 五彩雾环
ItemName738 凝水玉
ItemName739 丧妖金钟
ItemName740 辟邪丝
ItemName741 阎罗锤
ItemName742 九寸塔
ItemName743 干天神珠
ItemName744 坤地魔珠
ItemName745 玄冰石
ItemName746 盘古眼
ItemName747 陀螺烛
ItemName748 龙吟葫芦
ItemName749 掌心雷
ItemName750 蜃气匣
ItemName751 VR头盔
ItemHelp751 配合软体可以进入虚拟空间进行游戏。
ItemName752 波西顿海螺
ItemHelp752 会传出天籁般的音乐。
ItemName753 手表
ItemHelp753 可以看到现在时间。
ItemName754 PDA
ItemHelp754 可随时纪录。
ItemName755 猫脑酱
ItemHelp755 不明物质发酵制成的液体，倒出来会变成黏怪。
ItemName756 红花萝卜
ItemHelp756 红花木剑所生，食用后可回复生命力，还有解毒的效果。
ItemName757 神光终端机
ItemHelp757 呼叫人造卫星使用雷射武器攻击。
ItemName758 大补帖
ItemHelp758 唯一可以杀死某些人物的物品，地摊卖一片十元。
ItemName759 阿猫阿狗
ItemHelp759 战斗中使用可以召换乐乐与真梦出场。
ItemName760 轩辕剑贰
ItemHelp760 战斗中使用可以召换何然与江如红。
ItemName761 轩辕剑外传
ItemHelp761 战斗中使用可以召换辅子辙与纹锦。
ItemName762 大米娃娃
ItemHelp762 阿猫阿狗内的人物之一，可以依角色的能力不同帮助我方。
ItemInfo762 产生 毒系 单人攻击性魔法 消费：150点体力
ItemName763 猫狗战斗牌
ItemName764 密道钥匙
ItemHelp764 开启洁西卡家中的地下密道大门。
ItemInfo764 开锁的道具。
ItemName765 航海图
ItemHelp765 通常是靠海为生的渔民或商人才会有的。
ItemInfo765 海上的地图。
ItemName766 红宝石戒指
ItemHelp766 极难采得的宝石，即使有钱也不一定能买得到；许多王公贵族都以宝石来表示自身的身份地位。
ItemInfo766 昂贵的稀有宝石。
ItemName767 珍珠
ItemHelp767 许多的讨海人都希望能找到大蛤蚌，幸运的人就能挖出这么大的珍珠。
ItemInfo767 渔夫派恩采到的大珍珠。
ItemName768 空白符纸
ItemHelp768 从东方传出的神奇纸张，据说只要在上面写上特定的字，就能藉由符纸发出法术。
ItemInfo768 练符法宝专用的符纸，能将敌人的奇术收入符内。
ItemName769 灵界指标
ItemHelp769 来自异世界的奇宝，将它置于地上会依主角面对的方向指出那些路是曾经走过的；是逛迷宫的好帮手，可经由原野界面回收或者直接回收。
ItemInfo769 放置在地上就会提示那些路曾走过。
ItemName770 六芒星阵
ItemHelp770 西方魔法师常用的魔法阵，如使用正确并加上施用者的搭配，相信要召唤高级的妖魔也不是难事。
ItemInfo770 与西方怪物订契约的宝物。
ItemName771 封神坛
ItemHelp771 运用中国古老的术法暂时将妖魔鬼怪封于此种阵坛内，不过能否封印各界的妖魔鬼怪与起坛者的灵力有相当大的关系。
ItemInfo771 与东方怪物订契约的宝物。
ItemName772 魔晶矿Ａ
ItemHelp772 某种特殊的矿物。
ItemInfo772 用途不明
ItemName773 魔晶矿Ｂ
ItemHelp773 某种特殊的矿物。
ItemInfo773 用途不明
ItemName774 魔晶矿Ｃ
ItemHelp774 某种特殊的矿物。
ItemInfo774 用途不明
ItemName775 魔晶矿Ｄ
ItemHelp775 某种特殊的矿物。
ItemInfo775 用途不明
ItemName776 机关设计图１
ItemHelp776 某设计图的残页，如搜集完全方能知道是何种机关。
ItemInfo776 用途不明
ItemName777 机关设计图２
ItemHelp777 某设计图的残页，如搜集完全方能知道是何种机关。
ItemInfo777 用途不明
ItemName778 机关设计图３
ItemHelp778 某设计图的残页，如搜集完全方能知道是何种机关。
ItemInfo778 用途不明
ItemName779 机关设计图４
ItemHelp779 某设计图的残页，如搜集完全方能知道是何种机关。
ItemInfo779 用途不明
ItemName780 机关设计图５
ItemHelp780 某设计图的残页，如搜集完全方能知道是何种机关。
ItemInfo780 用途不明
ItemName781 机关设计图６
ItemHelp781 某设计图的残页，如搜集完全方能知道是何种机关。
ItemInfo781 用途不明
ItemName782 神津珍谱─壹
ItemHelp782 内有记载各种美食佳肴的制作方式。
ItemInfo782 用途不明
ItemName783 神津珍谱─贰
ItemHelp783 内有记载各种美食佳肴的制作方式。
ItemInfo783 用途不明
ItemName784 神津珍谱─参
ItemHelp784 内有记载各种美食佳肴的制作方式。
ItemInfo784 用途不明
ItemName785 神津珍谱─肆
ItemHelp785 内有记载各种美食佳肴的制作方式。
ItemInfo785 用途不明
ItemName786 神津珍谱─伍
ItemHelp786 内有记载各种美食佳肴的制作方式。
ItemInfo786 用途不明
ItemName787 冥海神石
ItemHelp787 仙界的奇石，蕴藏着神秘的力量。
ItemInfo787 神奇的石头，可引发出主角的特殊能力。
ItemName788 水晶镜
ItemHelp788 奇特的双镜片，在一定的距离组合下可以将远方的景色缩到眼前。
ItemInfo788 西方航海人常用的缩像筒。
ItemName789 钥匙
ItemHelp789 开启移动岛城堡了望台正门的钥匙。
ItemInfo789 开锁的道具。
ItemName790 锁匙
ItemHelp790 山洞钥匙。
ItemInfo790 开锁的道具。
ItemName791 波希顿石像
ItemHelp791 希腊诸神中的海神，手持三叉戟，掌管海中的一切事物。
ItemInfo791 移动岛的假海神像，但却有着不小的能力。
ItemName792 神魔异事录
ItemHelp792 跟中国陶器一样，主角从小就带在身边；它会自动记下主角所遇到的妖魔鬼怪等奇异的事物。
ItemInfo792 提供记录和辨识怪物的奇书。
ItemName793 封印之剑
ItemHelp793 蕴藏着神秘与强大力量的奇特之剑。
ItemInfo793 神秘的剑，用途不明
ItemName794 红酒
ItemHelp794 大马士革特有的红酒，喝了之后有增加蛮力的效果，不过对别人的攻击确很难躲过。
ItemInfo794 能引发出潜在力量，但同时也失去敏锐的警觉。
ItemName795 圆珠
ItemHelp795 道教内的法器之一。
ItemInfo795 有着特殊的功用
ItemName796 太极图
ItemHelp796 道教内的法器之一。
ItemInfo796 有着特殊的功用
ItemName797 天扇
ItemHelp797 道教内的法器之一。
ItemInfo797 有着特殊的功用
ItemName798 控尸符
ItemHelp798 邪派的符咒，能够操控活尸作为己用。
ItemInfo798 用来控制死尸
ItemName799 暗黑修罗砧
ItemHelp799 阎修罗的砧板，可帮助邪魔的修练速度。
ItemInfo799 某个国家用来证明自身能力的物品
ItemName800 舍利子
ItemHelp800 高僧慧彦圆寂后留下的神圣结晶。
ItemInfo800 慧彦大师圆寂时所留下的佛家圣物
ItemName801 乐乐娃娃
ItemHelp801 阿猫阿狗内的人物之一，可以依角色的能力不同帮助我方。
ItemInfo801 产生 物系 单人攻击   消费：200点体力
ItemName802 猫王娃娃
ItemHelp802 阿猫阿狗内的人物之一，可以依角色的能力不同帮助我方。
ItemInfo802 产生 物系 单人攻击   消费：150点体力
ItemName803 黄金战舰娃娃
ItemHelp803 阿猫阿狗内的人物之一，可以依角色的能力不同帮助我方。
ItemInfo803 DOMO的镇组之宝
ItemName804 真梦娃娃
ItemHelp804 阿猫阿狗内的人物之一，可以依角色的能力不同帮助我方。
ItemInfo804 产生 光系 全体生命回复 消费：300点体力
ItemName805 红珊瑚娃娃
ItemHelp805 阿猫阿狗内的人物之一，可以依角色的能力不同帮助我方。
ItemInfo805 产生 风系 全体攻击性魔法 消费：150点体力
ItemName806 假炼妖壶
ItemHelp806 雨丹子的自制的邪恶器具，雨丹子想制作出与上古法器─练妖壶相等能力的道具。
ItemInfo806 炼妖壶的膺品。
ItemName807 天山通行符
ItemHelp807 拥有神奇力量的奇特令苻。
ItemInfo807 能任意往来天山的奇符。
ItemName808 黄金书
ItemHelp808 诗仙─李白的著作。
ItemInfo808 著名诗人的诗集。
ItemName809 解石化符
ItemHelp809 邪派的符咒，能够解除因邪法被石化的人。
ItemInfo809 解除特殊石化的符咒。
ItemName810 起兵计划书
ItemHelp810 安禄山谋反的计划书。
ItemInfo810 安禄山谋反的计划书。
ItemName811 安禄山军令
ItemHelp811 安禄山调兵遣降用的令旗。
ItemInfo811 安禄山府专用的兵符。
ItemName812 硝石
ItemHelp812 矿物名，在阴湿的土壤中形成盐花，燃烧时呈紫青色；用于制造火药、炸药和肥料。
ItemInfo812 制作火药的必备品。
ItemName813 硫磺
ItemHelp813 黄色结晶或无定形，易燃烧，用途很广。
ItemInfo813 制作火药的必备品。
ItemName814 炭粉
ItemHelp814 为青杨、枯杉、桦树根、蜀葵、毛竹根、茄杆等树植类烧制而成；通常用来当火药的引线或辅助剂。
ItemInfo814 制作火药的必备品。
ItemName815 炸药
ItemHelp815 被用来作战争的工具或是用来炸移某些障碍物，杀伤力极大需小心使用。
ItemInfo815 威力强大的爆裂物。
ItemName816 竹筒
ItemHelp816 一般用来盛水货物品的小竹筒。
ItemInfo816 常用来装水的器物。
ItemName817 金块
ItemHelp817 一整块的金子，可以卖到不少钱。
ItemInfo817 可换取1000枚银币
ItemName818 鱼酥
ItemHelp818 DOMO小组内DO花喜爱吃的食物。
ItemInfo818 猫科动物爱吃的食物。
ItemName819 名歌星ＣＤ
ItemHelp819 DOMO小组内歌神阿福特爱的CD。
ItemInfo819 圆圆亮亮的东西，据说可以发出刺激的音乐。
ItemName820 增肥剂
ItemHelp820 DOMO小组内期望能够变胖的羊咩咩，所想吃的药品。
ItemInfo820 喝了它七天后就能变猪公。
ItemName821 俱乐部会员卡
ItemHelp821 DOMO小组内喜爱运动的阿财，所期待的运动会员证明。
ItemInfo821 用来参加某种健身聚会的证明。
ItemName822 改装车
ItemHelp822 DOMO小组内爱飙车的林导，所向往的超级车种。
ItemInfo822 由未来人类制造的怪车。
ItemName823 多魔游戏软体
ItemHelp823 DOMO小组内有着GAME狂的东东，所爱玩的游戏。
ItemInfo823 很多种奇怪的盒子，好像可以拿来玩。
ItemName824 玫瑰
ItemHelp824 漂亮多刺的花。
ItemInfo824 花卉的一种，可以拿来泡茶用。
ItemName825 茉莉花
ItemHelp825 气味芬芳的花朵。
ItemInfo825 花卉的一种，可以拿来泡茶用。
ItemName826 薰衣草
ItemHelp826 一般常用来驱虫除臭的花草。
ItemInfo826 花卉的一种，可以拿来泡茶用。
ItemName827 人像图册
ItemHelp827 DOMO小组内成天埋首在漫画堆的小猪的最爱。
ItemInfo827 记载许多怪异图样的书册。
ItemName828 水果
ItemHelp828 DOMO小组内，没水果则无法活下去的怪女人的爱好物。
ItemInfo828 DOMO小组某人爱吃的食物。
ItemName829 鲁特琴
ItemHelp829 在欧洲将琵琶类的乐器统称为鲁特。
ItemInfo829 乐器的一种，用途不明。
ItemName830 坦普拉琴
ItemHelp830 在中东将琵琶类的乐器统称为坦普拉。
ItemInfo830 乐器的一种，用途不明。
ItemName831 琵琶
ItemHelp831 琵琶原本非中国的乐器，是由西域地区传进中国的。
ItemInfo831 乐器的一种，用途不明。
ItemName832 味仙认可证
ItemHelp832 由地下厨师协会所颁布的特级证明。
ItemInfo832 可以骗吃骗喝的一张纸。
ItemName833 签名板
ItemHelp833 有DOMO小组成员签过名的板子。
ItemInfo833 搜集DOMO小组签名的板子
ItemName834 轩辕剑
ItemHelp834 千年的古剑，传说是黄帝击败蚩尤所用的剑；内蕴藏着用不完的力量，经过日月的交替已经幻化成斩妖除魔的神剑。
ItemInfo834 可召唤轩辕剑仙帮助我方，但需消耗体力400点
ItemName835 DOMO神打功
ItemHelp835 神秘的武器，一经使用则地动天惊；无所不摧的强力神器。
ItemInfo835 可召唤DOMO小组攻击敌方，但需消耗灵力1点
ItemName851 胸甲
ItemHelp851 最早也是最单纯的护甲，在西元前1900年就有王国的士兵使用了，直到了西元前500年才由原本的皮革换成青铜、铁等。
ItemInfo851 防御力 +6点
ItemName852 锁子甲
ItemHelp852 碍于铁甲的厚重与耗材又费时，所以发明了网状铠甲只需用以前2/3的材料即可制成一套铠甲，意外的收到很好的防御效果；而后欧亚地区的国家都大量的使用此种铠甲。
ItemInfo852 防御力 +15点
ItemName853 圣皇之铠
